$X,$Y,$H,$SL1,$SL2,$SL3,$SL4,$WWR_S,$WWR_N,$WWR_E, $WWR_W,$ORI,$WALL_U,$WIN_U,$GFLOOR_U, $FLOOR_SH,$ROOF_U,$WIN_G,$ACH,$LHG,$EHG,$ChillerCOP,$BoilerEfficiency,$ChillerPumpTypeCat,$BoilerPumpTypeCat,$ChillerTypeCat,Peak: Ground Floor,Peak: Intermediate Floor,Peak: Top Floor,Mean: Ground Floor,Mean: Intermediate Floor,Mean: Top Floor,Peak: Boiler Energy,Mean: Boiler Energy,Total: Boiler Energy
22.6953125,41.9140625,5.384765625,0.351113281,1.364707031,2.612207031,1.169785156,0.720507813,0.052226563,0.459804688,0.841679688,-110.390625,0.036015625,0.737304688,0.057734375,1123.242188,0.036015625,0.4578125,0.5328125,5.615234375,10.51757813,5.994140625,0.791992188,0,1,0,34881.84612,156640.8099,34967.85941,2545.496617,7499.00074,2162.544423,257725.3945,17965.51174,157377882.8
52.6953125,71.9140625,3.884765625,2.846113281,3.859707031,0.117207031,3.664785156,0.250507813,0.522226563,0.929804688,0.371679687,69.609375,0.056015625,1.487304688,0.037734375,973.2421875,0.056015625,0.8578125,0.9328125,9.115234375,13.01757813,4.494140625,0.941992188,1,0,1,90163.84363,374494.2878,91573.38497,6336.079644,19854.09609,7078.705035,670347.3466,44808.03703,392518404.4
67.6953125,26.9140625,4.634765625,1.598613281,2.612207031,1.364707031,2.417285156,0.015507812,0.757226563,0.694804688,0.136679688,159.609375,0.046015625,1.112304688,0.047734375,1198.242188,0.066015625,0.2578125,0.7328125,7.365234375,11.76757813,3.744140625,0.716992187,0,1,1,59169.97208,266459.9793,68758.99876,3908.899083,11949.39961,4818.83325,461271.2592,30178.60189,264364552.6
37.6953125,56.9140625,3.134765625,4.093613281,0.117207031,3.859707031,4.912285156,0.485507812,0.287226563,0.224804688,0.606679688,-20.390625,0.066015625,1.862304688,0.067734375,1048.242188,0.046015625,0.6578125,0.3328125,10.86523438,14.26757813,5.244140625,0.866992188,1,0,0,17533.9806,24760.18363,10204.27435,1498.967855,999.3351621,775.9467641,149519.0244,2540.961725,22258824.71
45.1953125,34.4140625,4.259765625,4.717363281,0.740957031,3.235957031,1.793535156,0.133007813,0.874726562,0.812304688,0.019179688,-65.390625,0.041015625,1.299804688,0.062734375,1010.742188,0.041015625,0.5578125,0.6328125,6.490234375,11.14257813,5.619140625,0.754492187,1,0,1,45716.64987,192561.4978,43067.9514,3133.54357,7774.969697,2497.111754,306411.245,19747.70171,172989866.9
75.1953125,64.4140625,5.759765625,2.222363281,3.235957031,0.740957031,4.288535156,0.603007813,0.404726563,0.342304688,0.489179687,114.609375,0.061015625,0.549804688,0.042734375,1160.742188,0.061015625,0.1578125,0.2328125,9.990234375,13.64257813,4.119140625,0.904492188,0,1,0,55560.73339,182184.0126,62099.35051,2088.07246,2285.813909,2079.120031,464076.6933,7120.794587,62378160.58
60.1953125,49.4140625,3.509765625,3.469863281,4.483457031,1.988457031,0.546035156,0.838007813,0.169726563,0.107304688,0.724179688,24.609375,0.031015625,1.674804688,0.032734375,935.7421875,0.051015625,0.7578125,0.4328125,8.240234375,12.39257813,3.369140625,0.829492188,1,0,0,27489.14552,76627.28872,24919.15486,2330.645544,4278.807779,2301.338181,338012.5596,12467.81758,109218082
30.1953125,79.4140625,5.009765625,0.974863281,1.988457031,4.483457031,3.041035156,0.368007813,0.639726562,0.577304688,0.254179688,-155.390625,0.051015625,0.924804688,0.052734375,1085.742188,0.031015625,0.3578125,0.8328125,11.74023438,14.89257813,4.869140625,0.979492188,0,1,1,75500.05663,333423.1593,74442.54191,4314.133825,12807.80893,3806.456623,548968.9523,24060.11256,210766586
33.9453125,23.1640625,3.697265625,1.910488281,4.171582031,4.171582031,1.481660156,0.191757812,0.933476563,0.166054688,0.312929688,-132.890625,0.063515625,1.768554688,0.045234375,991.9921875,0.068515625,0.6078125,0.6828125,6.927734375,10.83007813,3.931640625,0.848242187,1,1,0,25130.17215,116221.5327,29338.3157,1807.452257,5706.776876,2085.048155,192115.0723,14132.47462,123800477.7
63.9453125,53.1640625,5.197265625,4.405488281,1.676582031,1.676582031,3.976660156,0.661757813,0.463476562,0.636054687,0.782929687,47.109375,0.043515625,1.018554688,0.065234375,1141.992188,0.048515625,0.2078125,0.2828125,10.42773438,13.33007813,5.431640625,0.998242188,0,0,1,50618.31613,141742.2501,36241.82582,2635.780769,3257.851126,1786.315538,328998.5317,7518.461895,65861726.2
78.9453125,38.1640625,4.447265625,0.662988281,0.429082031,0.429082031,0.234160156,0.896757813,0.228476563,0.871054687,0.547929687,137.109375,0.053515625,1.393554688,0.055234375,916.9921875,0.038515625,0.8078125,0.4828125,5.177734375,12.08007813,4.681640625,0.773242188,1,1,1,76906.78575,315761.3562,67236.46822,4979.542027,11096.88068,3324.891259,533423.9365,29931.51821,262200099.5
48.9453125,68.1640625,5.947265625,3.157988281,2.924082031,2.924082031,2.729160156,0.426757813,0.698476563,0.401054688,0.077929688,-42.890625,0.033515625,0.643554688,0.035234375,1066.992188,0.058515625,0.4078125,0.8828125,8.677734375,14.58007813,3.181640625,0.923242188,0,0,0,124402.226,577839.8288,140002.3229,8173.822253,32413.88733,10734.11561,890656.419,65353.58712,572497423.1
41.4453125,45.6640625,4.822265625,2.534238281,3.547832031,4.795332031,0.857910156,0.779257812,0.110976562,0.518554688,0.665429688,-87.890625,0.058515625,1.206054688,0.030234375,1104.492188,0.053515625,0.3078125,0.5828125,7.802734375,10.20507813,4.306640625,0.735742188,0,0,1,54504.30847,258742.9286,64284.13901,3029.209969,10456.17364,3928.142535,414202.7208,24344.63444,213258997.7
71.4453125,75.6640625,3.322265625,0.039238281,1.052832031,2.300332031,3.352910156,0.309257813,0.580976563,0.048554688,0.195429688,92.109375,0.038515625,1.956054688,0.050234375,954.4921875,0.033515625,0.7078125,0.9828125,11.30273438,12.70507813,5.806640625,0.885742188,1,1,0,99069.48974,378569.82,86280.87888,4404.059075,7571.412242,2930.544022,701887.8963,16688.50684,146191320
56.4453125,30.6640625,5.572265625,3.781738281,2.300332031,1.052832031,2.105410156,0.074257812,0.815976563,0.283554688,0.430429688,2.109375,0.068515625,0.831054688,0.060234375,1179.492188,0.043515625,0.1078125,0.7828125,6.052734375,11.45507813,5.056640625,0.810742187,0,0,0,75541.66745,344741.5126,78267.35098,6921.652943,24209.02822,7066.1599,531709.6727,53625.26936,469757359.6
26.4453125,60.6640625,4.072265625,1.286738281,4.795332031,3.547832031,4.600410156,0.544257812,0.345976563,0.753554688,0.900429688,-177.890625,0.048515625,1.581054688,0.040234375,1029.492188,0.063515625,0.5078125,0.3828125,9.552734375,13.95507813,3.556640625,0.960742188,1,1,1,31239.47135,132773.2331,35137.34023,1418.017199,2538.946721,1339.338663,251666.2812,6767.579483,59283996.27
24.5703125,28.7890625,5.103515625,3.625800781,0.273144531,2.456269531,3.508847656,0.103632812,0.434101563,0.312929688,0.929804688,-54.140625,0.052265625,1.252929688,0.066484375,1113.867188,0.067265625,0.8328125,0.7078125,5.833984375,13.17382813,3.275390625,0.951367188,1,0,0,31313.27885,140812.1436,31783.70965,2697.866921,9198.574683,2689.283952,204800.6949,20168.99358,176680383.7
54.5703125,58.7890625,3.603515625,1.130800781,2.768144531,4.951269531,1.013847656,0.573632813,0.904101563,0.782929687,0.459804688,125.859375,0.032265625,0.502929688,0.046484375,963.8671875,0.047265625,0.4328125,0.3078125,9.333984375,10.67382813,4.775390625,0.801367187,0,1,1,16960.59839,24149.97799,10664.06599,1272.679202,370.2459859,667.0936017,202724.9464,2530.457322,22166806.14
69.5703125,43.7890625,5.853515625,4.873300781,4.015644531,3.703769531,4.756347656,0.808632813,0.669101563,0.547929687,0.224804688,35.859375,0.062265625,1.627929688,0.036484375,1188.867188,0.037265625,0.6328125,0.5078125,7.583984375,14.42382813,5.525390625,0.876367188,1,0,1,86063.38111,362473.7263,86595.70936,6724.54803,23012.03034,6435.204724,664518.5026,50219.94316,439926702.1
39.5703125,73.7890625,4.353515625,2.378300781,1.520644531,1.208769531,2.261347656,0.338632813,0.199101563,0.077929688,0.694804688,-144.140625,0.042265625,0.877929688,0.056484375,1038.867188,0.057265625,0.2328125,0.9078125,11.08398438,11.92382813,4.025390625,0.726367188,0,1,0,82401.69969,348820.5283,92938.49455,4414.03324,11468.13108,4921.100234,618006.5869,26980.62658,236350288.9
47.0703125,36.2890625,3.228515625,1.754550781,2.144394531,1.832519531,4.132597656,0.926132812,0.551601563,0.900429688,0.107304688,-99.140625,0.067265625,0.690429688,0.051484375,1001.367188,0.052265625,0.1328125,0.4078125,6.708984375,12.54882813,3.650390625,0.913867188,0,1,1,24233.65323,81676.79318,26450.80325,954.2687808,776.7710415,633.7460696,188271.437,4751.761773,41625433.13
77.0703125,66.2890625,4.728515625,4.249550781,4.639394531,4.327519531,1.637597656,0.456132813,0.081601562,0.430429688,0.577304688,80.859375,0.047265625,1.440429688,0.031484375,1151.367188,0.032265625,0.5328125,0.8078125,10.20898438,10.04882813,5.150390625,0.763867187,1,0,0,131785.7265,583542.5096,128093.1465,6588.09953,21630.01833,7128.754519,931921.846,42748.89796,374480346.2
62.0703125,21.2890625,3.978515625,0.507050781,3.391894531,3.080019531,2.885097656,0.221132813,0.316601563,0.195429688,0.812304688,170.859375,0.057265625,1.065429688,0.041484375,926.3671875,0.042265625,0.3328125,0.6078125,8.458984375,13.79882813,5.900390625,0.988867188,0,1,0,32192.00252,143343.1339,34343.08797,1662.83478,4173.227523,1436.387762,250416.2183,10353.61736,90697688.06
32.0703125,51.2890625,5.478515625,3.002050781,0.896894531,0.585019531,0.390097656,0.691132812,0.786601563,0.665429688,0.342304688,-9.140625,0.037265625,1.815429688,0.061484375,1076.367188,0.062265625,0.7328125,0.2078125,11.95898438,11.29882813,4.400390625,0.838867188,1,0,1,28498.23669,99844.59251,28669.09398,3793.08687,9674.455158,3564.55674,343218.2927,22217.53498,194625606.4
28.3203125,47.5390625,3.791015625,3.937675781,3.080019531,0.896894531,3.820722656,0.867382812,0.492851563,0.019179688,0.283554688,-76.640625,0.049765625,1.159179688,0.038984375,982.6171875,0.039765625,0.2828125,0.4578125,7.146484375,12.86132813,4.962890625,0.970117188,0,0,0,25746.49568,108491.5412,26340.28299,1163.554796,2338.200351,939.1313734,189742.9186,6873.821558,60214676.85
58.3203125,77.5390625,5.291015625,1.442675781,0.585019531,3.391894531,1.325722656,0.397382812,0.022851563,0.489179687,0.753554688,103.359375,0.069765625,1.909179688,0.058984375,1132.617188,0.059765625,0.6828125,0.8578125,10.64648438,10.36132813,3.462890625,0.820117188,1,1,1,163016.1002,692447.1779,159436.2301,11701.14579,38217.99813,12647.33138,1101741.528,88396.30327,774351616.6
73.3203125,32.5390625,3.041015625,2.690175781,1.832519531,4.639394531,2.573222656,0.162382813,0.257851562,0.724179688,0.518554688,13.359375,0.039765625,0.784179688,0.068984375,907.6171875,0.069765625,0.4828125,0.6578125,5.396484375,14.11132813,4.212890625,0.895117188,0,0,1,42343.5305,134169.5305,43281.52228,2437.93333,2640.764532,1775.094783,279582.7897,12393.26939,108565039.9
43.3203125,62.5390625,4.541015625,0.195175781,4.327519531,2.144394531,0.078222656,0.632382813,0.727851562,0.254179688,0.048554688,-166.640625,0.059765625,1.534179688,0.048984375,1057.617188,0.049765625,0.8828125,0.2578125,8.896484375,11.61132813,5.712890625,0.745117188,1,1,0,42349.28511,145002.1682,40741.89579,1752.600902,2152.631112,1367.808135,308668.3193,6697.186257,58667351.61
35.8203125,25.0390625,5.666015625,0.818925781,4.951269531,0.273144531,3.196972656,0.044882813,0.375351563,0.606679688,0.636054687,-121.640625,0.034765625,1.721679688,0.043984375,1095.117188,0.044765625,0.7828125,0.7578125,8.021484375,13.48632813,4.587890625,0.857617188,1,1,1,41285.21024,196629.2844,43641.30187,3310.874186,12982.55272,3456.560757,301654.8082,25852.6102,226468865.3
65.8203125,55.0390625,4.166015625,3.313925781,2.456269531,2.768144531,0.701972656,0.514882813,0.845351563,0.136679688,0.166054688,58.359375,0.054765625,0.971679688,0.063984375,945.1171875,0.064765625,0.3828125,0.3578125,11.52148438,10.98632813,3.087890625,0.707617187,0,0,0,42847.89544,107649.1162,35948.98119,1874.346565,947.6468539,1348.122098,266582.3358,3788.14643,33184162.73
50.8203125,40.0390625,4.916015625,2.066425781,1.208769531,4.015644531,4.444472656,0.749882813,0.610351563,0.371679687,0.401054688,148.359375,0.044765625,1.346679688,0.053984375,1170.117188,0.054765625,0.5828125,0.5578125,6.271484375,14.73632813,3.837890625,0.932617188,1,1,0,58819.91949,250354.626,61471.61469,3752.999919,9612.524491,3572.234771,433703.9283,23393.07332,204923322.3
20.8203125,70.0390625,3.416015625,4.561425781,3.703769531,1.520644531,1.949472656,0.279882812,0.140351563,0.841679688,0.871054687,-31.640625,0.064765625,0.596679688,0.033984375,1020.117188,0.034765625,0.1828125,0.9578125,9.771484375,12.23632813,5.337890625,0.782617188,0,0,1,34808.34063,157065.7826,36767.27998,1655.229711,4797.645277,1632.659003,257394.9094,9763.266077,85526210.84
20.5859375,29.9609375,5.701171875,2.397792969,0.643496094,3.567324219,2.514746094,0.379023438,0.312929688,0.691132812,0.749882813,-86.484375,0.067109375,1.551757813,0.050703125,1166.601563,0.048984375,0.4734375,0.4296875,11.54882813,10.69335938,5.138671875,0.943164063,0,1,0,25938.65255,122549.2667,27623.02149,1991.110562,7111.761021,1957.047138,190729.4586,14489.01216,126923746.6
50.5859375,59.9609375,4.201171875,4.892792969,3.138496094,1.072324219,0.019746094,0.849023438,0.782929687,0.221132813,0.279882812,93.515625,0.047109375,0.801757813,0.030703125,1016.601563,0.068984375,0.8734375,0.8296875,8.048828125,13.19335938,3.638671875,0.793164062,1,0,1,70270.72969,302690.8378,77403.33171,3417.93516,10101.99344,4678.999424,498941.4942,21436.14824,187780658.6
65.5859375,44.9609375,4.951171875,1.150292969,4.385996094,2.319824219,3.762246094,0.614023438,0.547929687,0.456132813,0.044882813,3.515625,0.057109375,1.926757813,0.040703125,1091.601563,0.058984375,0.2734375,0.6296875,9.798828125,11.94335938,4.388671875,0.868164063,0,1,1,82550.33325,367883.563,91443.55743,4747.987482,14708.95608,5667.771179,626837.6952,35973.3444,315126497
35.5859375,74.9609375,3.451171875,3.645292969,1.890996094,4.814824219,1.267246094,0.144023438,0.077929688,0.926132812,0.514882813,-176.484375,0.037109375,1.176757813,0.060703125,941.6015625,0.038984375,0.6734375,0.2296875,6.298828125,14.44335938,5.888671875,0.718164063,1,0,0,27766.73396,57529.10245,13253.90986,1047.996029,235.4149591,176.1452368,170012.0278,2011.246595,17618520.18
43.0859375,37.4609375,3.826171875,3.021542969,1.267246094,2.943574219,4.385996094,0.496523438,0.665429688,0.103632812,0.162382813,-131.484375,0.052109375,0.614257813,0.065703125,904.1015625,0.033984375,0.5734375,0.7296875,10.67382813,10.06835938,4.763671875,0.905664063,1,0,1,37547.47313,146044.0201,33873.72203,1820.792519,3273.883737,1207.279746,251034.2591,7288.202255,63844651.76
73.0859375,67.4609375,5.326171875,0.526542969,3.762246094,0.448574219,1.890996094,0.026523437,0.195429688,0.573632813,0.632382813,48.515625,0.032109375,1.364257813,0.045703125,1054.101563,0.053984375,0.1734375,0.3296875,7.173828125,12.56835938,3.263671875,0.755664063,0,1,0,88967.21544,330202.2956,97384.4106,3653.0745,6289.56968,3513.438175,704838.8869,23208.5348,203306764.8
58.0859375,22.4609375,3.076171875,4.269042969,2.514746094,1.696074219,3.138496094,0.261523438,0.430429688,0.808632813,0.867382812,138.515625,0.062109375,0.989257813,0.035703125,979.1015625,0.063984375,0.7734375,0.5296875,8.923828125,11.31835938,4.013671875,0.980664063,1,0,0,18162.22634,61449.62666,19836.55504,842.7778552,1140.46431,890.4157108,135414.3356,3332.08042,29189024.48
28.0859375,52.4609375,4.576171875,1.774042969,0.019746094,4.191074219,0.643496094,0.731523437,0.900429688,0.338632813,0.397382812,-41.484375,0.042109375,1.739257813,0.055703125,1129.101563,0.043984375,0.3734375,0.9296875,5.423828125,13.81835938,5.513671875,0.830664062,0,1,1,62540.74619,288123.4339,64194.51128,5727.074064,20500.42625,5598.768366,450662.8889,46609.07506,408295497.5
31.8359375,48.7109375,3.263671875,0.214667969,3.450371094,4.502949219,4.697871094,0.555273438,0.606679688,0.867382812,0.456132813,-63.984375,0.034609375,0.895507813,0.043203125,922.8515625,0.056484375,0.6234375,0.7796875,10.23632813,10.38085938,3.076171875,0.999414063,1,1,0,28965.79413,112040.4083,29149.49716,1360.561211,2811.492624,1470.971199,203367.8023,6844.128839,59954568.63
61.8359375,78.7109375,4.763671875,2.709667969,0.955371094,2.007949219,2.202871094,0.085273438,0.136679688,0.397382812,0.926132812,116.015625,0.054609375,1.645507813,0.063203125,1072.851563,0.036484375,0.2234375,0.3796875,6.736328125,12.88085938,4.576171875,0.849414063,0,0,1,98605.86801,355548.1164,84647.37173,5145.766538,7628.262958,2873.6504,658413.94,23973.44104,210007343.5
76.8359375,33.7109375,4.013671875,1.462167969,2.202871094,0.760449219,3.450371094,0.320273438,0.371679687,0.162382813,0.691132812,26.015625,0.044609375,0.520507813,0.053203125,997.8515625,0.046484375,0.8234375,0.5796875,11.98632813,11.63085938,5.326171875,0.924414063,1,1,1,29799.71092,69651.24889,22855.75924,3044.120815,4998.623443,2588.96868,316828.3434,9899.944639,86723515.04
46.8359375,63.7109375,5.513671875,3.957167969,4.697871094,3.255449219,0.955371094,0.790273438,0.841679688,0.632382813,0.221132813,-153.984375,0.064609375,1.270507813,0.033203125,1147.851563,0.066484375,0.4234375,0.9796875,8.486328125,14.13085938,3.826171875,0.774414063,0,0,0,127035.6439,614979.042,147833.1891,9780.513865,41727.69035,13279.26463,936863.6925,80659.99671,706581571.2
39.3359375,26.2109375,5.138671875,4.580917969,4.074121094,3.879199219,2.826621094,0.437773438,0.254179688,0.279882812,0.573632813,-108.984375,0.049609375,1.833007813,0.038203125,1185.351563,0.061484375,0.3234375,0.4796875,9.361328125,11.00585938,3.451171875,0.886914063,0,0,1,33586.72318,158370.9832,39519.70689,2108.192164,7086.481378,2623.505353,249662.957,15888.92013,139186940.3
69.3359375,56.2109375,3.638671875,2.085917969,1.579121094,1.384199219,0.331621094,0.907773438,0.724179688,0.749882813,0.103632812,71.015625,0.069609375,1.083007813,0.058203125,1035.351563,0.041484375,0.7234375,0.8796875,5.861328125,13.50585938,4.951171875,0.736914062,1,1,0,97153.32807,373551.2146,85883.912,6486.785349,14247.24097,4830.620873,633011.4684,38088.49367,333655204.5
54.3359375,41.2109375,5.888671875,3.333417969,0.331621094,0.136699219,4.074121094,0.672773438,0.489179687,0.514882813,0.338632813,161.015625,0.039609375,1.458007813,0.068203125,1110.351563,0.031484375,0.1234375,0.6796875,11.11132813,12.25585938,5.701171875,0.961914063,0,0,0,84577.01086,378733.2126,84466.21687,6183.04509,18951.69673,5332.37808,589624.0162,37814.58676,331255780
24.3359375,71.2109375,4.388671875,0.838417969,2.826621094,2.631699219,1.579121094,0.202773438,0.019179688,0.044882813,0.808632813,-18.984375,0.059609375,0.708007813,0.048203125,960.3515625,0.051484375,0.5234375,0.2796875,7.611328125,14.75585938,4.201171875,0.811914063,1,1,1,28438.19403,101983.7682,26265.03223,1418.675174,2345.418501,1172.712318,199681.4105,7389.890346,64735439.43
26.2109375,39.3359375,4.857421875,4.113105469,2.046933594,1.540136719,0.175683594,0.702148438,0.166054688,0.544257812,0.779257812,-120.234375,0.040859375,0.661132813,0.064453125,1175.976563,0.057734375,0.8484375,0.6046875,11.33007813,13.03710938,4.107421875,0.802539063,1,0,0,27646.99045,107612.567,26205.55883,1639.112633,3781.656242,1653.045924,172125.9005,5875.428421,51468752.97
