$X,$Y,$H,$SL1,$SL2,$SL3,$SL4,$WWR_S,$WWR_N,$WWR_E, $WWR_W,$ORI,$WALL_U,$WIN_U,$GFLOOR_U, $FLOOR_SH,$ROOF_U,$WIN_G,$ACH,$LHG,$EHG,$ChillerCOP,$BoilerEfficiency,$ChillerPumpTypeCat,$BoilerPumpTypeCat,$ChillerTypeCat,Peak: Ground Floor,Peak: Intermediate Floor,Peak: Top Floor,Mean: Ground Floor,Mean: Intermediate Floor,Mean: Top Floor,Peak: Boiler Energy,Mean: Boiler Energy,Total: Boiler Energy
58.02734375,37.51953125,5.844726563,0.775068359,4.800205078,3.874326172,1.213642578,0.642480469,0.077011719,0.200019531,0.082519531,-91.0546875,0.065507813,0.548339844,0.046054688,1069.628906,0.030976563,0.46953125,0.28671875,11.99316406,11.08886719,4.813476563,0.851464844,0,1,0,41304.70364,98364.70637,33078.49095,1627.574831,2204.802272,1198.977767,216543.8293,4892.388974,42857327.41
28.02734375,67.51953125,4.344726563,3.270068359,2.305205078,1.379326172,3.708642578,0.172480469,0.547011719,0.670019531,0.552519531,88.9453125,0.045507813,1.298339844,0.066054688,919.6289063,0.050976563,0.86953125,0.68671875,8.493164063,13.58886719,3.313476563,0.701464844,1,0,1,48195.99005,108597.0394,44675.59794,5207.759881,9132.504018,4250.276226,323100.2799,30265.13789,265122608
31.77734375,33.76953125,5.657226563,4.829443359,3.864580078,2.314951172,2.149267578,0.466230469,0.723261719,0.023769531,0.493769531,21.4453125,0.038007813,0.642089844,0.033554688,1125.878906,0.048476563,0.11953125,0.83671875,10.68066406,12.02636719,5.375976563,0.870214844,0,0,0,41563.59712,119045.6221,45398.39159,2597.894088,6195.117348,3097.062554,218003.7824,14940.71217,130880638.6
61.77734375,63.76953125,4.157226563,2.334443359,1.369580078,4.809951172,4.644267578,0.936230469,0.253261719,0.493769531,0.023769531,-158.5546875,0.058007813,1.392089844,0.053554688,975.8789063,0.068476563,0.51953125,0.43671875,7.180664063,14.52636719,3.875976563,0.720214844,1,1,1,69111.34295,167130.9244,82716.37565,3183.257947,3403.581135,2707.404949,411690.3828,14288.00473,125162921.4
76.77734375,48.76953125,4.907226563,3.581943359,0.122080078,3.562451172,0.901767578,0.701230469,0.018261719,0.728769531,0.258769531,-68.5546875,0.048007813,1.017089844,0.063554688,1050.878906,0.058476563,0.31953125,0.23671875,8.930664063,10.77636719,3.125976563,0.945214844,0,0,1,57350.56568,115191.5499,56958.01365,2151.776363,1596.146321,1485.798297,291220.6287,6783.886555,59426846.23
46.77734375,78.76953125,3.407226563,1.086943359,2.617080078,1.067451172,3.396767578,0.231230469,0.488261719,0.258769531,0.728769531,111.4453125,0.068007813,1.767089844,0.043554688,900.8789063,0.038476563,0.71953125,0.63671875,5.430664063,13.27636719,4.625976563,0.795214844,1,1,0,71584.97936,173627.211,62842.23116,4234.617588,5888.618736,2671.622233,360078.8229,22044.13467,193106619.8
39.27734375,41.26953125,3.782226563,0.463193359,3.240830078,1.691201172,0.278017578,0.583730469,0.135761719,0.611269531,0.376269531,156.4453125,0.043007813,1.579589844,0.048554688,938.3789063,0.033476563,0.81953125,0.33671875,11.55566406,11.40136719,5.750976563,0.982714844,1,1,1,20239.09785,35185.63236,9744.52208,698.3443239,317.6242967,226.3877825,97539.80357,1134.034441,9934141.704
69.27734375,71.26953125,5.282226563,2.958193359,0.745830078,4.186201172,2.773017578,0.113730469,0.605761719,0.141269531,0.846269531,-23.5546875,0.063007813,0.829589844,0.068554688,1088.378906,0.053476563,0.41953125,0.73671875,8.055664063,13.90136719,4.250976563,0.832714844,0,0,0,155088.1652,396965.6084,158790.4291,10364.31225,17323.73484,9312.074321,774800.5963,48387.57041,423875116.8
54.27734375,26.26953125,3.032226563,1.710693359,1.993330078,2.938701172,1.525517578,0.348730469,0.840761719,0.376269531,0.611269531,-113.5546875,0.033007813,1.954589844,0.058554688,1013.378906,0.063476563,0.61953125,0.93671875,9.805664063,10.15136719,3.500976563,0.907714844,1,1,0,36626.78269,95552.40775,41134.43409,2111.317897,3275.181343,2093.409479,197919.0663,10105.18099,88521385.49
24.27734375,56.26953125,4.532226563,4.205693359,4.488330078,0.443701172,4.020517578,0.818730469,0.370761719,0.846269531,0.141269531,66.4453125,0.053007813,1.204589844,0.038554688,1163.378906,0.043476563,0.21953125,0.53671875,6.305664063,12.65136719,5.000976563,0.757714844,0,0,1,38815.53517,105706.6772,38926.31302,2474.767811,4652.959534,2289.10124,198949.3731,14042.70281,123014076.6
26.15234375,24.39453125,4.250976563,0.931005859,0.589892578,4.342138672,2.928955078,0.319355469,0.282636719,0.464394531,0.170644531,167.6953125,0.046757813,0.876464844,0.054804688,966.5039063,0.047226563,0.34453125,0.96171875,9.149414063,14.68261719,4.719726563,0.767089844,0,1,0,23558.99006,64610.84578,24659.34094,1642.806537,3210.026682,1524.195524,125661.3762,8253.645702,72301936.35
56.15234375,54.39453125,5.750976563,3.426005859,3.084892578,1.847138672,0.433955078,0.789355469,0.752636719,0.934394531,0.640644531,-12.3046875,0.066757813,1.626464844,0.034804688,1116.503906,0.067226563,0.74453125,0.56171875,5.649414063,12.18261719,3.219726563,0.917089844,1,0,1,104662.6795,283549.3082,108382.756,8790.753714,20522.59234,9588.461786,600155.7858,63822.29261,559083283.3
71.15234375,39.39453125,3.500976563,2.178505859,4.332392578,0.599638672,4.176455078,0.554355469,0.517636719,0.699394531,0.875644531,-102.3046875,0.036757813,0.501464844,0.044804688,1041.503906,0.057226563,0.14453125,0.36171875,10.89941406,13.43261719,3.969726563,0.842089844,0,1,1,15471.50437,20187.75457,14944.9453,736.5933948,175.1468137,464.3218361,100995.7463,1001.750401,8775333.511
41.15234375,69.39453125,5.000976563,4.673505859,1.837392578,3.094638672,1.681455078,0.084355469,0.047636719,0.229394531,0.405644531,77.6953125,0.056757813,1.251464844,0.064804688,1191.503906,0.037226563,0.54453125,0.76171875,7.399414063,10.93261719,5.469726563,0.992089844,1,0,0,97465.80983,249317.242,90310.73989,7075.566378,12377.07101,5778.155539,470754.8238,36203.25541,317140517.4
48.65234375,46.89453125,5.375976563,4.049755859,2.461142578,4.965888672,4.800205078,0.671855469,0.635136719,0.816894531,0.758144531,32.6953125,0.031757812,1.813964844,0.069804688,1154.003906,0.032226563,0.64453125,0.26171875,10.02441406,14.05761719,5.094726563,0.804589844,1,0,1,39953.76206,87757.34907,31510.73065,4914.490236,7436.465419,3338.787234,313670.8139,19704.26209,172609335.9
78.65234375,76.89453125,3.875976563,1.554755859,4.956142578,2.470888672,2.305205078,0.201855469,0.165136719,0.346894531,0.288144531,-147.3046875,0.051757813,1.063964844,0.049804688,1004.003906,0.052226563,0.24453125,0.66171875,6.524414063,11.55761719,3.594726563,0.954589844,0,1,0,125740.2359,316746.4191,143510.77,6285.809068,8475.338502,5401.530953,742874.078,32538.48318,285037112.6
63.65234375,31.89453125,4.625976563,2.802255859,3.708642578,1.223388672,3.552705078,0.436855469,0.400136719,0.111894531,0.053144531,-57.3046875,0.041757813,1.438964844,0.039804688,1079.003906,0.062226563,0.84453125,0.86171875,11.77441406,12.80761719,4.344726563,0.729589844,1,0,0,58059.46317,154294.4822,58430.48254,3443.366929,7330.331472,4122.097583,280125.2238,16969.17273,148649953.1
33.65234375,61.89453125,3.125976563,0.307255859,1.213642578,3.718388672,1.057705078,0.906855469,0.870136719,0.581894531,0.523144531,122.6953125,0.061757813,0.688964844,0.059804688,929.0039063,0.042226563,0.44453125,0.46171875,8.274414063,10.30761719,5.844726563,0.879589844,0,1,1,27776.26241,48016.18948,17971.58102,1225.474136,642.9731532,452.9997293,131989.7191,3623.578361,31742546.44
29.90234375,35.64453125,4.813476563,1.866630859,2.773017578,2.782763672,4.488330078,0.613105469,0.693886719,0.170644531,0.581894531,145.1953125,0.054257813,1.532714844,0.042304688,1135.253906,0.059726563,0.59453125,0.21171875,10.46191406,14.37011719,3.407226563,0.710839844,1,1,0,19599.54307,47555.85087,19155.48958,920.7668849,1159.408712,823.6995666,105318.2682,3066.477903,26862346.43
59.90234375,65.64453125,3.313476563,4.361630859,0.278017578,0.287763672,1.993330078,0.143105469,0.223886719,0.640644531,0.111894531,-34.8046875,0.034257813,0.782714844,0.062304688,985.2539063,0.039726563,0.19453125,0.61171875,6.961914063,11.87011719,4.907226563,0.860839844,0,0,1,64151.01058,128996.9889,56817.68321,2722.358347,1914.889666,1065.418849,325577.2561,9105.816362,79766951.33
74.90234375,20.64453125,5.563476563,0.619130859,1.525517578,1.535263672,3.240830078,0.378105469,0.458886719,0.875644531,0.346894531,-124.8046875,0.064257813,1.907714844,0.052304688,1060.253906,0.049726563,0.79453125,0.81171875,8.711914063,13.12011719,5.657226563,0.785839844,1,1,1,76904.59377,219490.1888,80500.08455,6681.459493,15957.93083,6724.975815,398795.6919,38301.66175,335522557
44.90234375,50.64453125,4.063476563,3.114130859,4.020517578,4.030263672,0.745830078,0.848105469,0.928886719,0.405644531,0.816894531,55.1953125,0.044257813,1.157714844,0.032304688,910.2539063,0.069726563,0.39453125,0.41171875,5.211914063,10.62011719,4.157226563,0.935839844,0,0,0,45280.454,119970.5958,50970.15189,2478.833304,4185.909585,2788.828849,243862.1066,16731.75312,146570157.3
37.40234375,28.14453125,3.688476563,3.737880859,4.644267578,3.406513672,2.617080078,0.260605469,0.341386719,0.523144531,0.464394531,10.1953125,0.069257813,0.595214844,0.037304688,947.7539063,0.064726563,0.49453125,0.91171875,11.33691406,14.99511719,3.032226563,0.823339844,0,0,1,24114.14069,63555.82031,25138.96166,1239.057334,2263.621412,1422.576929,122633.2685,5308.193588,46499775.83
67.40234375,58.14453125,5.188476563,1.242880859,2.149267578,0.911513672,0.122080078,0.730605469,0.811386719,0.053144531,0.934394531,-169.8046875,0.049257813,1.345214844,0.057304688,1097.753906,0.044726563,0.89453125,0.51171875,7.836914063,12.49511719,4.532226563,0.973339844,1,1,0,103677.7059,263667.185,98578.39095,5812.976274,8812.453603,4579.90693,542382.0915,23946.10242,209767857.2
52.40234375,43.14453125,4.438476563,4.985380859,0.901767578,2.159013672,3.864580078,0.495605469,0.576386719,0.288144531,0.699394531,-79.8046875,0.059257813,0.970214844,0.067304688,1022.753906,0.034726563,0.29453125,0.31171875,9.586914063,13.74511719,5.282226563,0.748339844,0,0,0,35911.50311,71776.60132,23731.42739,1637.036038,1333.135489,656.493434,163996.456,4052.903699,35503436.41
22.40234375,73.14453125,5.938476563,2.490380859,3.396767578,4.654013672,1.369580078,0.025605469,0.106386719,0.758144531,0.229394531,100.1953125,0.039257813,1.720214844,0.047304688,1172.753906,0.054726563,0.69453125,0.71171875,6.086914063,11.24511719,3.782226563,0.898339844,1,1,1,72880.89207,192743.2885,71155.31828,6793.366627,15569.10126,6649.613022,382975.018,53667.55242,470127759.2
23.33984375,30.95703125,4.954101563,0.229287109,2.227236328,3.952294922,4.098486328,0.128417969,0.767324219,0.361582031,0.332207031,-29.1796875,0.058632813,0.618652344,0.039179688,952.4414063,0.051601563,0.78203125,0.47421875,5.758789063,10.07324219,5.422851563,0.940527344,0,0,0,22640.83881,59728.29109,22037.68612,1737.642374,3629.525048,1669.918489,129702.1346,12009.52947,105203478.2
53.33984375,60.95703125,3.454101563,2.724287109,4.722236328,1.457294922,1.603486328,0.598417969,0.297324219,0.831582031,0.802207031,150.8203125,0.038632813,1.368652344,0.059179688,1102.441406,0.031601563,0.38203125,0.87421875,9.258789063,12.57324219,3.922851563,0.790527344,1,1,1,71895.44158,168701.6432,59230.66888,3672.113942,4546.727933,2079.187892,362228.1754,13119.36598,114925645.9
68.33984375,45.95703125,5.704101563,1.476787109,3.474736328,0.209794922,2.850986328,0.833417969,0.062324219,0.596582031,0.567207031,60.8203125,0.068632813,0.993652344,0.069179688,1027.441406,0.041601563,0.58203125,0.67421875,7.508789063,11.32324219,3.172851563,0.865527344,0,0,1,114257.2519,293676.287,99031.39929,8651.63738,15847.58937,6933.976164,525253.6249,44130.2693,386581159.1
38.33984375,75.95703125,4.204101563,3.971787109,0.979736328,2.704794922,0.355986328,0.363417969,0.532324219,0.126582031,0.097207031,-119.1796875,0.048632813,1.743652344,0.049179688,1177.441406,0.061601563,0.18203125,0.27421875,11.00878906,13.82324219,4.672851563,0.715527344,1,1,0,28993.66257,46788.4574,34199.82493,976.4658235,448.1089236,735.4932468,172292.1295,2099.852028,18394703.77
45.83984375,38.45703125,3.079101563,4.595537109,0.355986328,4.576044922,3.474736328,0.715917969,0.179824219,0.949082031,0.684707031,-164.1796875,0.063632813,1.556152344,0.044179688,1139.941406,0.066601563,0.28203125,0.77421875,6.633789063,10.69824219,5.797851563,0.903027344,1,1,1,41184.69713,111162.3307,50513.02075,2358.506437,3786.179385,2698.183851,244486.3924,13695.32503,119971047.2
75.83984375,68.45703125,4.579101563,2.100537109,2.850986328,2.081044922,0.979736328,0.245917969,0.649824219,0.479082031,0.214707031,15.8203125,0.043632813,0.806152344,0.064179688,989.9414063,0.046601563,0.68203125,0.37421875,10.13378906,13.19824219,4.297851563,0.753027344,0,0,0,60276.52255,95698.97299,32871.61736,4200.001545,3634.079748,2401.733044,376042.2264,9967.486582,87315182.46
60.83984375,23.45703125,3.829101563,3.348037109,4.098486328,0.833544922,4.722236328,0.010917969,0.884824219,0.244082031,0.449707031,105.8203125,0.053632813,1.931152344,0.054179688,1064.941406,0.036601563,0.48203125,0.57421875,8.383789063,11.94824219,3.547851563,0.978027344,1,1,0,36665.83032,94656.8152,34350.30173,2144.557134,3169.665769,1487.691752,194365.7787,9449.184092,82774852.64
30.83984375,53.45703125,5.329101563,0.853037109,1.603486328,3.328544922,2.227236328,0.480917969,0.414824219,0.714082031,0.919707031,-74.1796875,0.033632813,1.181152344,0.034179688,914.9414063,0.056601563,0.88203125,0.97421875,11.88378906,14.44824219,5.047851563,0.828027344,0,0,1,66120.40909,190874.0156,67908.67799,4555.024588,11420.54313,5083.155623,323861.8013,23280.1171,203933825.8
34.58984375,49.70703125,4.016601563,2.412412109,4.410361328,3.016669922,3.162861328,0.774667969,0.238574219,0.067832031,0.860957031,-6.6796875,0.041132813,1.837402344,0.066679688,1158.691406,0.044101563,0.13203125,0.72421875,7.071289063,11.01074219,4.485351563,0.996777344,1,0,0,53429.92362,140266.8526,55102.36603,4047.181006,6630.63039,3329.967493,275644.6716,20088.24799,175973052.4
64.58984375,79.70703125,5.516601563,4.907412109,1.915361328,0.521669922,0.667861328,0.304667969,0.708574219,0.537832031,0.390957031,173.3203125,0.061132813,1.087402344,0.046679688,1008.691406,0.064101563,0.53203125,0.32421875,10.57128906,13.51074219,5.985351563,0.846777344,0,1,1,82179.07385,191643.7576,91935.67837,3093.88386,3416.471618,2871.147608,490706.4334,10339.13238,90570799.65
79.58984375,34.70703125,3.266601563,1.164912109,0.667861328,1.769169922,4.410361328,0.069667969,0.943574219,0.772832031,0.155957031,83.3203125,0.031132813,1.462402344,0.036679688,1083.691406,0.054101563,0.33203125,0.52421875,5.321289063,12.26074219,5.235351563,0.921777344,1,0,1,44558.99342,109236.9034,49966.72412,1909.962727,2220.229165,1694.170236,252175.7922,9629.014889,84350170.43
49.58984375,64.70703125,4.766601563,3.659912109,3.162861328,4.264169922,1.915361328,0.539667969,0.473574219,0.302832031,0.625957031,-96.6796875,0.051132813,0.712402344,0.056679688,933.6914063,0.034101563,0.73203125,0.92421875,8.821289063,14.76074219,3.735351563,0.771777344,0,1,0,103758.4774,274919.0153,98186.42654,6802.216289,12718.56902,5455.675067,527380.2283,31374.42598,274839971.6
42.08984375,27.20703125,5.891601563,3.036162109,2.539111328,3.640419922,3.786611328,0.187167969,0.826074219,0.655332031,0.038457031,-141.6796875,0.036132813,0.899902344,0.051679688,971.1914063,0.039101563,0.83203125,0.42421875,7.946289063,10.38574219,4.110351563,0.884277344,0,1,1,37554.69138,101271.0576,36114.92913,2205.853453,4075.350226,1881.715372,195129.6606,10553.54418,92449047.02
72.08984375,57.20703125,4.391601563,0.541162109,0.044111328,1.145419922,1.291611328,0.657167969,0.356074219,0.185332031,0.508457031,38.3203125,0.056132813,1.649902344,0.031679688,1121.191406,0.059101563,0.43203125,0.82421875,11.44628906,12.88574219,5.610351563,0.734277344,1,0,0,95759.82559,257457.3677,107899.8114,4459.558499,8699.581561,5617.973052,513855.3318,20300.85159,177835460
57.08984375,42.20703125,5.141601563,4.283662109,1.291611328,2.392919922,2.539111328,0.892167969,0.121074219,0.420332031,0.743457031,128.3203125,0.046132813,0.524902344,0.041679688,1046.191406,0.069101563,0.63203125,0.62421875,6.196289063,11.63574219,4.860351563,0.959277344,0,1,0,67492.45063,177063.7446,71745.306,3869.619163,6985.578294,4383.748615,363363.4925,21775.492,190753309.9
27.08984375,72.20703125,3.641601563,1.788662109,3.786611328,4.887919922,0.044111328,0.422167969,0.591074219,0.890332031,0.273457031,-51.6796875,0.066132813,1.274902344,0.061679688,1196.191406,0.049101563,0.23203125,0.22421875,9.696289063,14.13574219,3.360351563,0.809277344,1,0,1,22910.52005,38024.97049,19044.13602,1003.469191,502.4190979,484.2275654,110964.8641,2067.989887,18115591.41
25.21484375,40.33203125,5.610351563,3.192099609,1.135673828,0.989482422,1.759423828,0.921542969,0.679199219,0.449707031,0.302832031,-175.4296875,0.034882813,1.603027344,0.045429688,943.0664063,0.040351563,0.30703125,0.69921875,5.540039063,13.66699219,3.454101563,0.799902344,1,1,0,47572.69672,137240.1373,49981.13822,4596.22608,10912.45382,4473.613779,261854.6522,27304.58795,239188190.5
55.21484375,70.33203125,4.110351563,0.697099609,3.630673828,3.484482422,4.254423828,0.451542969,0.209199219,0.919707031,0.772832031,4.5703125,0.054882813,0.853027344,0.065429688,1093.066406,0.060351563,0.70703125,0.29921875,9.040039063,11.16699219,4.954101563,0.949902344,0,0,1,40876.21147,53886.68882,27694.36894,3001.690882,2310.838103,2096.824007,298829.2445,7714.924258,67582736.5
70.21484375,25.33203125,4.860351563,4.439599609,4.878173828,4.731982422,0.511923828,0.216542969,0.444199219,0.684707031,0.537832031,94.5703125,0.044882813,1.978027344,0.055429688,1018.066406,0.050351563,0.10703125,0.49921875,7.290039063,14.91699219,5.704101563,0.724902344,1,1,1,53872.27783,146324.9706,58247.14332,3879.269517,6837.851934,3375.36096,305179.431,20574.42003,180231919.5
40.21484375,55.33203125,3.360351563,1.944599609,2.383173828,2.236982422,3.006923828,0.686542969,0.914199219,0.214707031,0.067832031,-85.4296875,0.064882813,1.228027344,0.035429688,1168.066406,0.030351563,0.50703125,0.89921875,10.79003906,12.41699219,4.204101563,0.874902344,0,0,0,43686.09721,111699.1663,40370.56654,1860.094931,2954.744362,1536.74641,225279.3114,6299.587021,55184382.3
47.71484375,32.83203125,4.485351563,1.320849609,1.759423828,0.365732422,1.135673828,0.099042969,0.326699219,0.802207031,0.655332031,-40.4296875,0.049882813,0.665527344,0.030429688,1130.566406,0.035351563,0.60703125,0.59921875,6.415039063,13.04199219,3.079101563,0.762402344,0,0,1,37741.25595,100956.5058,35257.40988,1953.382048,3742.731803,1880.176583,189638.277,10126.07428,88704410.69
77.71484375,62.83203125,5.985351563,3.815849609,4.254423828,2.860732422,3.630673828,0.569042969,0.796699219,0.332207031,0.185332031,139.5703125,0.069882813,1.415527344,0.050429688,980.5664063,0.055351563,0.20703125,0.99921875,9.915039063,10.54199219,4.579101563,0.912402344,1,1,0,229554.3476,655241.6025,250302.0614,20099.36463,49299.8245,23376.89521,1269543.44,125117.6052,1096030222
62.71484375,47.83203125,3.735351563,0.073349609,3.006923828,4.108232422,2.383173828,0.804042969,0.561699219,0.097207031,0.420332031,49.5703125,0.039882813,1.040527344,0.060429688,1055.566406,0.065351563,0.80703125,0.79921875,8.165039063,14.29199219,5.329101563,0.837402344,0,0,0,61778.12084,136833.0961,59994.97559,3964.957365,5046.701876,3466.120449,308883.5144,15315.38986,134162815.2
32.71484375,77.83203125,5.235351563,2.568349609,0.511923828,1.613232422,4.878173828,0.334042969,0.091699219,0.567207031,0.890332031,-130.4296875,0.059882813,1.790527344,0.040429688,905.5664063,0.045351563,0.40703125,0.39921875,11.66503906,11.79199219,3.829101563,0.987402344,1,1,1,63072.16179,176401.5013,69540.49571,3152.330361,5685.968338,2864.23073,369239.6913,14534.50742,127322285
28.96484375,21.58203125,3.547851563,4.127724609,3.318798828,1.925107422,0.823798828,0.040292969,0.267949219,0.155957031,0.949082031,-152.9296875,0.067382813,0.946777344,0.057929688,1149.316406,0.052851563,0.55703125,0.54921875,6.852539063,12.72949219,4.766601563,0.818652344,0,1,0,16207.01466,41883.40599,17497.69698,936.5812064,1267.323121,768.4822974,89027.77181,4313.950166,37790203.45
58.96484375,51.58203125,5.047851563,1.632724609,0.823798828,4.420107422,3.318798828,0.510292969,0.737949219,0.625957031,0.479082031,27.0703125,0.047382813,1.696777344,0.037929688,999.3164063,0.032851563,0.15703125,0.94921875,10.35253906,10.22949219,3.266601563,0.968652344,1,0,1,117854.5202,338214.3518,121525.6548,8631.6219,20637.892,8857.994824,614597.968,49158.76582,430630788.6
73.96484375,36.58203125,4.297851563,2.880224609,2.071298828,3.172607422,2.071298828,0.745292969,0.502949219,0.860957031,0.244082031,117.0703125,0.057382813,0.571777344,0.047929688,1074.316406,0.042851563,0.75703125,0.74921875,5.102539063,13.97949219,4.016601563,0.743652344,0,1,1,71791.29408,177154.3916,64405.68279,4283.712305,7011.967492,3437.069891,354774.6903,20109.64157,176160460.2
43.96484375,66.58203125,5.797851563,0.385224609,4.566298828,0.677607422,4.566298828,0.275292969,0.032949219,0.390957031,0.714082031,-62.9296875,0.037382813,1.321777344,0.067929688,924.3164063,0.062851563,0.35703125,0.34921875,8.602539063,11.47949219,5.516601563,0.893652344,1,0,0,74823.05749,189966.4161,82395.68498,4029.779642,5393.048592,3482.644473,390069.6619,17522.09422,153493545.4
36.46484375,44.08203125,4.672851563,1.008974609,3.942548828,1.301357422,1.447548828,0.862792969,0.620449219,0.508457031,0.126582031,-17.9296875,0.052382813,1.884277344,0.062929688,961.8164063,0.067851563,0.45703125,0.64921875,7.727539063,13.35449219,5.141601563,0.706152344,1,0,1,53874.29893,143726.6383,54103.03744,4281.522198,8010.914692,4026.133741,261619.0882,24433.76541,214039785
66.46484375,74.08203125,3.172851563,3.503974609,1.447548828,3.796357422,3.942548828,0.392792969,0.150449219,0.038457031,0.596582031,162.0703125,0.032382813,1.134277344,0.042929688,1111.816406,0.047851563,0.85703125,0.24921875,11.22753906,10.85449219,3.641601563,0.856152344,0,1,0,10918.18612,11177.50705,10576.97142,829.4513262,43.88504707,315.7365577,85074.32063,493.751812,4325265.873
51.46484375,29.08203125,5.422851563,2.256474609,0.200048828,2.548857422,0.200048828,0.157792969,0.385449219,0.273457031,0.831582031,72.0703125,0.062382813,1.509277344,0.032929688,1036.816406,0.037851563,0.25703125,0.44921875,5.977539063,14.60449219,4.391601563,0.781152344,1,0,0,46710.77414,132254.5974,47189.22549,3133.143463,6559.831867,2853.434497,243136.5451,17712.16639,155158577.6
21.46484375,59.08203125,3.922851563,4.751474609,2.695048828,0.053857422,2.695048828,0.627792969,0.855449219,0.743457031,0.361582031,-107.9296875,0.042382813,0.759277344,0.052929688,1186.816406,0.057851563,0.65703125,0.84921875,9.477539063,12.10449219,5.891601563,0.931152344,0,1,1,35771.71456,93582.99741,38336.10009,1950.375676,3234.120943,1993.026643,186891.9207,8514.601311,74587907.48
20.99609375,22.98828125,5.258789063,1.593740234,4.761220703,1.652216797,3.591689453,0.693886719,0.524980469,0.295488281,0.721425781,52.3828125,0.057070313,1.145996094,0.031367188,1109.472656,0.040664063,0.51328125,0.50546875,8.000976563,14.40917969,4.602539063,0.905371094,1,1,1,17481.21675,46797.41034,16858.74304,1461.470631,3358.302808,1363.980771,96354.87964,9771.746829,85600502.22
50.99609375,52.98828125,3.758789063,4.088740234,2.266220703,4.147216797,1.096689453,0.223886719,0.054980469,0.765488281,0.251425781,-127.6171875,0.037070313,1.895996094,0.051367188,959.4726563,0.060664063,0.11328125,0.90546875,11.50097656,11.90917969,3.102539063,0.755371094,0,0,0,64798.21163,170225.1847,76076.79134,3145.428364,5021.581444,3294.929885,355336.8846,13743.69882,120394801.7
65.99609375,37.98828125,4.508789063,0.346240234,1.018720703,2.899716797,4.839189453,0.458886719,0.289980469,0.530488281,0.016425781,-37.6171875,0.067070313,0.770996094,0.061367188,1184.472656,0.050664063,0.71328125,0.70546875,6.250976563,13.15917969,3.852539063,0.980371094,1,1,0,71705.65815,175897.0885,66124.64343,4893.641117,7857.595617,4225.180952,347691.0374,26567.57603,232731966.1
35.99609375,67.98828125,3.008789063,2.841240234,3.513720703,0.404716797,2.344189453,0.928886719,0.759980469,0.060488281,0.486425781,142.3828125,0.047070313,1.520996094,0.041367188,1034.472656,0.030664063,0.31328125,0.30546875,9.750976563,10.65917969,5.352539063,0.830371094,0,0,1,18231.10364,25314.39847,8696.336442,585.0344967,137.5713534,135.0368042,92965.58925,937.3667331,8211332.582
43.49609375,45.48828125,4.133789063,3.464990234,2.889970703,2.275966797,4.215439453,0.341386719,0.407480469,0.882988281,0.133925781,97.3828125,0.062070313,1.708496094,0.046367188,996.9726563,0.035664062,0.41328125,0.60546875,7.125976563,13.78417969,4.977539063,0.942871094,0,0,0,49461.75591,128789.7327,43935.34719,3044.220158,4959.950946,2177.47303,246569.9124,14282.39884,125113813.9
73.49609375,75.48828125,5.633789063,0.969990234,0.394970703,4.770966797,1.720439453,0.811386719,0.877480469,0.412988281,0.603925781,-82.6171875,0.042070313,0.958496094,0.066367188,1146.972656,0.055664063,0.81328125,0.20546875,10.62597656,11.28417969,3.477539063,0.792871094,1,1,1,66885.40006,100077.2251,39055.43937,4223.048505,4610.204381,3448.613688,467084.3567,10254.76124,89831708.44
58.49609375,30.48828125,3.383789063,4.712490234,1.642470703,3.523466797,2.967939453,0.576386719,0.642480469,0.177988281,0.838925781,-172.6171875,0.052070313,1.333496094,0.056367188,921.9726563,0.065664063,0.21328125,0.40546875,5.375976563,12.53417969,4.227539063,0.867871094,0,0,1,34360.83351,86123.22718,41071.02703,1968.487266,2193.755057,1507.244254,194218.7697,9287.776085,81360918.51
28.49609375,60.48828125,4.883789063,2.217490234,4.137470703,1.028466797,0.472939453,0.106386719,0.172480469,0.647988281,0.368925781,7.3828125,0.032070312,0.583496094,0.036367188,1071.972656,0.045664063,0.61328125,0.80546875,8.875976563,10.03417969,5.727539063,0.717871094,1,1,0,53617.59358,144556.1424,52860.89302,2998.040248,6503.746111,3329.504474,274413.148,17739.23007,155395655.4
32.24609375,41.73828125,3.571289063,0.658115234,1.954345703,0.092841797,3.903564453,0.282636719,0.466230469,0.119238281,0.427675781,74.8828125,0.044570313,1.427246094,0.063867188,978.2226563,0.053164063,0.36328125,0.65546875,6.688476563,14.09667969,3.665039063,0.886621094,0,1,1,31471.64574,76275.17256,30638.99952,1909.053686,2387.800516,1334.121837,165433.715,8764.48625,76776899.55
62.24609375,71.73828125,5.071289063,3.153115234,4.449345703,2.587841797,1.408564453,0.752636719,0.936230469,0.589238281,0.897675781,-105.1171875,0.064570313,0.677246094,0.043867188,1128.222656,0.033164063,0.76328125,0.25546875,10.18847656,11.59667969,5.165039063,0.736621094,1,0,0,45470.33737,80785.70682,22552.85134,2887.148795,3080.10106,1787.322566,312289.951,4988.033703,43695175.24
77.24609375,26.73828125,4.321289063,1.905615234,3.201845703,3.835341797,2.656064453,0.517636719,0.701230469,0.824238281,0.662675781,-15.1171875,0.034570313,1.802246094,0.033867188,903.2226563,0.043164063,0.16328125,0.45546875,8.438476563,12.84667969,5.915039063,0.961621094,0,1,0,48817.73342,136765.4342,50351.91732,2837.525795,5282.056469,2452.437219,275635.0474,16587.57658,145307170.9
